tla	cop	egy_num	egy_lemma	demo_num	demo_lemma	english	german	tla_link	tla_link_d	MT
C1825	ⲙⲟⲩⲓ	66370	mꜣj	d2281	mꜣj	lion	Löwe	https://thesaurus-linguae-aegyptiae.de/lemma/66370	https://thesaurus-linguae-aegyptiae.de/lemma/d2281	0
C1826	ⲙⲟⲩⲓ	66370	mꜣj	d2281	mꜣj	lion	Löwe	https://thesaurus-linguae-aegyptiae.de/lemma/66370	https://thesaurus-linguae-aegyptiae.de/lemma/d2281	0
C1827	ⲙⲟⲩⲓⲏ	66420	mꜣj.t	d2302	mꜣw.t	lioness (of goddesses)	Löwin	https://thesaurus-linguae-aegyptiae.de/lemma/66420	https://thesaurus-linguae-aegyptiae.de/lemma/d2302	0
C1830	ⲙⲁⲁⲃ	68690	mꜥbꜣ	NA	NA	thirty	dreißig	https://thesaurus-linguae-aegyptiae.de/lemma/68690	_	0
C1840	ⲙⲟⲕⲓ	76870	mk	NA	NA	[a vessel]	[Gefäß]	https://thesaurus-linguae-aegyptiae.de/lemma/76870	_	0
C1841	ⲙⲟⲩⲕⲓ	67450	mꜣq.t	d2724	mqj	ladder	Leiter	https://thesaurus-linguae-aegyptiae.de/lemma/67450	https://thesaurus-linguae-aegyptiae.de/lemma/d2724	0
C1842	ⲙⲟⲕⲙⲉⲕ	76660	mqmq	d2717	mqmq	to sleep	schlafen, ruhen	https://thesaurus-linguae-aegyptiae.de/lemma/76660	https://thesaurus-linguae-aegyptiae.de/lemma/d2717	0
C1843	ⲙⲟⲕⲙⲉⲕ	NA	NA	dm7743	mqmq	[to rest]	Gedanke, Nachdenken, Überlegung	_	https://thesaurus-linguae-aegyptiae.de/lemma/dm7743	0
C1847	ⲙⲁⲕⲣⲟ	76710	mqr	NA	NA	[a vessel (situla?) (Sem. loan word)]	Situla	https://thesaurus-linguae-aegyptiae.de/lemma/76710	_	0
C1852	ⲙⲁⲕϩ	77100	mkḥꜣ	d2721	mqḥ	back of the head	Hinterkopf	https://thesaurus-linguae-aegyptiae.de/lemma/77100	https://thesaurus-linguae-aegyptiae.de/lemma/d2721	0
C1856	ⲙⲟⲩⲕϩ	NA	NA	d2720	mqḥ	[to be sad]	betrübt sein	_	https://thesaurus-linguae-aegyptiae.de/lemma/d2720	0
C1857	ⲙⲕⲁϩ	NA	NA	d2720	mqḥ	[to be sad]	betrübt sein	_	https://thesaurus-linguae-aegyptiae.de/lemma/d2720	0
C1858	ⲙⲕⲁϩ	NA	NA	dm7744	mqḥ	[to be sad]	Betrübnis, Leid	_	https://thesaurus-linguae-aegyptiae.de/lemma/dm7744	0
C1870	ⲙⲓⲟⲗⲱⲛ	70810	mnnn	NA	NA	resin; pitch	Asphalt	https://thesaurus-linguae-aegyptiae.de/lemma/70810	_	0
C1872	ⲙⲉⲗⲱⲧ	NA	NA	d2340	mjlṱ	Milet; Milesian (fabric)	Milet; milesisch(er Stoff)	_	https://thesaurus-linguae-aegyptiae.de/lemma/d2340	1
C1874	ⲙⲗⲁϧ	NA	NA	dm652	mlẖ	[to fight]	kämpfen	_	https://thesaurus-linguae-aegyptiae.de/lemma/dm652	0
C1875	ⲙⲗⲁϩ	NA	NA	d2580	mlẖ	[to fight]	Streit, Kampf; Prozeß	_	https://thesaurus-linguae-aegyptiae.de/lemma/d2580	0
C1882	ⲙⲟⲩⲗϩ	70920	mnḥ	d2466	mnḥ	wax	Wachs	https://thesaurus-linguae-aegyptiae.de/lemma/70920	https://thesaurus-linguae-aegyptiae.de/lemma/d2466	0
C1886	ⲙⲟⲩⲗⲁϫ	NA	NA	d109	ꜣmwlḏ	Owl	Eule	_	https://thesaurus-linguae-aegyptiae.de/lemma/d109	1
C1887	ⲙⲟⲩⲗϫ	164780	knm	NA	NA	to wrap in	einhüllen (in ein Gewand)	https://thesaurus-linguae-aegyptiae.de/lemma/164780	_	0
C1890	ⲙⲙⲛ-	69560	mn	d2418	mn	there is no...	nicht vorhanden sein; [Partikel (Ausdruck der Nichtexistenz)]	https://thesaurus-linguae-aegyptiae.de/lemma/69560	https://thesaurus-linguae-aegyptiae.de/lemma/d2418	0
C1891	ⲙⲛⲧⲉ-	NA	NA	d2436	mn-mtw	not have (see also under bn); [without specifying the "possession	nicht haben (vgl. auch unter bn); [ohne Angabe des "Besitzes	_	https://thesaurus-linguae-aegyptiae.de/lemma/d2436	1
C1900	ⲙⲁⲛ	69610	mn	d2419	mn	so and so; someone	Der und Der; N.N.; Herr (allg.)	https://thesaurus-linguae-aegyptiae.de/lemma/69610	https://thesaurus-linguae-aegyptiae.de/lemma/d2419	0
C1901	ⲙⲛ-	29840	jrm	d646	ı ͗rm	together with	zusammen mit	https://thesaurus-linguae-aegyptiae.de/lemma/29840	https://thesaurus-linguae-aegyptiae.de/lemma/d646	0
C1902	ⲙⲛ-	29840	jrm	d646	ı ͗rm	together with	zusammen mit	https://thesaurus-linguae-aegyptiae.de/lemma/29840	https://thesaurus-linguae-aegyptiae.de/lemma/d646	0
C1903	ⲙⲛ-	55500	bn	d1705	bn	[negative particle]	[Negationspartikel]	https://thesaurus-linguae-aegyptiae.de/lemma/55500	https://thesaurus-linguae-aegyptiae.de/lemma/d1705	0
C1904	ⲙⲁⲉⲓⲛ	70420	mn.w	d2420	mn	monument(s)	Denkmal; Denkmäler	https://thesaurus-linguae-aegyptiae.de/lemma/70420	https://thesaurus-linguae-aegyptiae.de/lemma/d2420	0
C1913	ⲙⲟⲩⲛ	69590	mn	d2422	mn	to remain; to endure; to be established	bleiben; fortdauern; gefestigt sein; unbeweglich sein	https://thesaurus-linguae-aegyptiae.de/lemma/69590	https://thesaurus-linguae-aegyptiae.de/lemma/d2422	0
C1921	ⲙⲏⲛⲉ	64850	m-mn.t	d2428	(n-)mn(e)(j)	daily	täglich	https://thesaurus-linguae-aegyptiae.de/lemma/64850	https://thesaurus-linguae-aegyptiae.de/lemma/d2428	0
C1922	ⲙⲓⲛⲉ	69760	mn.t	d2439	mn.t	the like; contents (of a receptacle)	Art und Weise; Inhalt	https://thesaurus-linguae-aegyptiae.de/lemma/69760	https://thesaurus-linguae-aegyptiae.de/lemma/d2439	0
C1929	ⲙⲁⲛⲉ	70310	mnj.w	d2425	mnj	herdsman	Hirt	https://thesaurus-linguae-aegyptiae.de/lemma/70310	https://thesaurus-linguae-aegyptiae.de/lemma/d2425	0
C1931	ⲙⲟⲟⲛⲉ	854513	mjni̯	dm5140	mn	peg	anpflocken	https://thesaurus-linguae-aegyptiae.de/lemma/854513	https://thesaurus-linguae-aegyptiae.de/lemma/dm5140	1
C1934	ⲙⲟⲟⲛⲉ	70360	mnꜥ.t	d2437	mn-ı ͗rj	nurse	Amme	https://thesaurus-linguae-aegyptiae.de/lemma/70360	https://thesaurus-linguae-aegyptiae.de/lemma/d2437	0
C1936	ⲙⲛⲁⲓ	68390	mj-nꜣ	NA	NA	here	hierher	https://thesaurus-linguae-aegyptiae.de/lemma/68390	_	0
C1941	ⲙⲛⲏ	68390	mj-nꜣ	d3368	r-bw-nꜣj	here	hierher	https://thesaurus-linguae-aegyptiae.de/lemma/68390	https://thesaurus-linguae-aegyptiae.de/lemma/d3368	0
C1945	ⲙⲟⲩⲛⲕ	71400	mnq	d2478	mnq(e)	to complete; to come to an end	vollenden; vergelten; gewähren	https://thesaurus-linguae-aegyptiae.de/lemma/71400	https://thesaurus-linguae-aegyptiae.de/lemma/d2478	0
C1950	ⲙⲟⲩⲛⲕ	71400	mnq	d2478	mnq(e)	to complete; to come to an end	vollenden; vergelten; gewähren	https://thesaurus-linguae-aegyptiae.de/lemma/71400	https://thesaurus-linguae-aegyptiae.de/lemma/d2478	0
C1956	ⲙⲟⲛⲙⲉⲛ	70710	mnmn	d2464	mnmn	to move about; to shift	sich bewegen; schwanken	https://thesaurus-linguae-aegyptiae.de/lemma/70710	https://thesaurus-linguae-aegyptiae.de/lemma/d2464	0
C1959	ⲙⲁⲛⲓⲛ	68800	mꜥnn	NA	NA	rope (of two twisted skeins)	Seil (aus zwei Stricken gedreht)	https://thesaurus-linguae-aegyptiae.de/lemma/68800	_	0
C1961	ⲙⲛⲧ-	78030	mdw.t	d2753	md(.t)	word; speech; matter	Wort; Rede; Angelegenheit	https://thesaurus-linguae-aegyptiae.de/lemma/78030	https://thesaurus-linguae-aegyptiae.de/lemma/d2753	0
C1962	ⲙⲛⲟⲧ	71720	mnḏ	dm4210	mnt	chest (of a man or woman)	Brust; Euter	https://thesaurus-linguae-aegyptiae.de/lemma/71720	https://thesaurus-linguae-aegyptiae.de/lemma/dm4210	0
C1964	ⲙⲛⲟⲩⲧ	46450	wnw.tj	d2487	mnṱ	hour-watcher (a priest)	Stundenbeobachter (Priester)	https://thesaurus-linguae-aegyptiae.de/lemma/46450	https://thesaurus-linguae-aegyptiae.de/lemma/d2487	0
C1965	ⲙⲛⲟⲩⲧ	46450	wnw.tj	d2487	mnṱ	hour-watcher (a priest)	Stundenbeobachter (Priester)	https://thesaurus-linguae-aegyptiae.de/lemma/46450	https://thesaurus-linguae-aegyptiae.de/lemma/d2487	0
C1967	ⲙⲛⲧⲣⲉ	77760	mtr.w	d2803	mtr(e)	witness	Zeuge	https://thesaurus-linguae-aegyptiae.de/lemma/77760	https://thesaurus-linguae-aegyptiae.de/lemma/d2803	0
C1971	ⲙⲡⲁⲓ	82460	nbꜣ	d2412	mbꜥ	spindle	Spindel	https://thesaurus-linguae-aegyptiae.de/lemma/82460	https://thesaurus-linguae-aegyptiae.de/lemma/d2412	0
C1972	ⲙⲡⲉ-	600469	bn-pw	dm26	bn-pw	[negative word]	[Negationspartikel (neg. Perfekt)]	https://thesaurus-linguae-aegyptiae.de/lemma/600469	https://thesaurus-linguae-aegyptiae.de/lemma/dm26	0
C1974	ⲙⲡⲟ	27260	jnbꜣ	dm222	ꜣbꜣ	to be mute	stumm sein	https://thesaurus-linguae-aegyptiae.de/lemma/27260	https://thesaurus-linguae-aegyptiae.de/lemma/dm222	0
C1979	ⲙⲡⲣ-	600050	m-jri̯	d2233	m-ı ͗r	[negative auxilliary]	[neg. aux. (Neg. Imperativ)]	https://thesaurus-linguae-aegyptiae.de/lemma/600050	https://thesaurus-linguae-aegyptiae.de/lemma/d2233	0
C1981	ⲙⲡⲁⲧⲉ-	NA	NA	d1693	bw-ı ͗r-tw	[Negation] not yet	[Negation] noch nicht	_	https://thesaurus-linguae-aegyptiae.de/lemma/d1693	1
C1990	ⲙⲏⲣ	72630	mrw	d2529	mr.t	[noun]	Damm; Hafen	https://thesaurus-linguae-aegyptiae.de/lemma/72630	https://thesaurus-linguae-aegyptiae.de/lemma/d2529	0
C1991	ⲙⲟⲩⲣ	71880	mr	d2492	mr(e)	to bind (med.)	binden	https://thesaurus-linguae-aegyptiae.de/lemma/71880	https://thesaurus-linguae-aegyptiae.de/lemma/d2492	0
C1992	ⲙⲟⲩⲣ	855067	mr	d2566	mlꜣ	binding; fetter	Bindung; Fessel	https://thesaurus-linguae-aegyptiae.de/lemma/855067	https://thesaurus-linguae-aegyptiae.de/lemma/d2566	1
C1999	ⲙⲁⲣ	72120	mr.w	dm47	mre.t	strips of cloth; bundle; bunch (as a measure of vegetables)	Binde; Bündel; Bund (Maß für Gemüse)	https://thesaurus-linguae-aegyptiae.de/lemma/72120	https://thesaurus-linguae-aegyptiae.de/lemma/dm47	0
C2000	ⲙⲁⲓⲣⲉ	72010	mr.t	dm47	mre.t	Bundle of clothes (?)	Kleiderbündel (?)	https://thesaurus-linguae-aegyptiae.de/lemma/72010	https://thesaurus-linguae-aegyptiae.de/lemma/dm47	1
C2005	ⲙⲉⲣⲉ-	NA	NA	d1692	bw-ı ͗r	[Negation of the aorist]; not be able to; so that not or then it will not be (...)	[Negation des Aorists]; nicht können; damit nicht bzw. dann wird nicht (...)	_	https://thesaurus-linguae-aegyptiae.de/lemma/d1692	1
C2006	ⲙⲉⲉⲣⲉ	77710	mtr.t	d2796	mtr(e.t)	midday	Mittag	https://thesaurus-linguae-aegyptiae.de/lemma/77710	https://thesaurus-linguae-aegyptiae.de/lemma/d2796	0
C2008	ⲙⲣⲱ	72540	mr.yt	d2529	mr.t	bank; shore; quay	Damm; Hafen; Kai	https://thesaurus-linguae-aegyptiae.de/lemma/72540	https://thesaurus-linguae-aegyptiae.de/lemma/d2529	0
C2010	ⲙⲣⲱⲙ	47820	wrm	NA	NA	raised-up one (lofty figure)	Aufgerichter (hochragende Figur)	https://thesaurus-linguae-aegyptiae.de/lemma/47820	_	0
C2014	ⲙⲣⲓⲥ	72940	mrsw	d2351	mjsl	new wine (Sem. loan word)	Most (?)	https://thesaurus-linguae-aegyptiae.de/lemma/72940	https://thesaurus-linguae-aegyptiae.de/lemma/d2351	0
C2015	ⲙⲟⲣⲧ	73040	mrt	d2561	mrṱ	chin; beard	Kinn	https://thesaurus-linguae-aegyptiae.de/lemma/73040	https://thesaurus-linguae-aegyptiae.de/lemma/d2561	0
C2017	ⲙⲣⲟϣ	72960	mrš	d2581	mlš	bright red	lichtrot sein	https://thesaurus-linguae-aegyptiae.de/lemma/72960	https://thesaurus-linguae-aegyptiae.de/lemma/d2581	0
C2018	ⲙⲏⲣϣ	72960	mrš	d2581	mlš	bright red	lichtrot sein	https://thesaurus-linguae-aegyptiae.de/lemma/72960	https://thesaurus-linguae-aegyptiae.de/lemma/d2581	0
C2025	ⲙⲉⲣⲉϩ	72830	mrḥ	NA	NA	lance (Sem. loan word)	Lanze	https://thesaurus-linguae-aegyptiae.de/lemma/72830	_	0
C2027	ⲙⲣⲏϩ	72830	mrḥ	NA	NA	lance (Sem. loan word)	Lanze	https://thesaurus-linguae-aegyptiae.de/lemma/72830	_	0
C2028	ⲙⲣⲱϩⲉ	77800	mtrḫ.t	d2556	mrḫ(.t)	strainer	Sieb	https://thesaurus-linguae-aegyptiae.de/lemma/77800	https://thesaurus-linguae-aegyptiae.de/lemma/d2556	0
C2033	ⲙⲟⲩⲥ	75810	mss	NA	NA	band (?); belt (?)	Band (?); Gürtel (?)	https://thesaurus-linguae-aegyptiae.de/lemma/75810	_	1
C2035	ⲙⲓⲥⲉ	74950	msi̯	d2672	ms	to give birth; to fashion; to create	gebären; erzeugen; schaffen	https://thesaurus-linguae-aegyptiae.de/lemma/74950	https://thesaurus-linguae-aegyptiae.de/lemma/d2672	0
C2044	ⲙⲏⲥⲉ	75070	msw.t	d2679	ms.t	birth; birthing	Geburt; das Gebären	https://thesaurus-linguae-aegyptiae.de/lemma/75070	https://thesaurus-linguae-aegyptiae.de/lemma/d2679	0
C2045	ⲙⲁⲥ	74750	ms	d2674	ms	child	Kind	https://thesaurus-linguae-aegyptiae.de/lemma/74750	https://thesaurus-linguae-aegyptiae.de/lemma/d2674	0
C2046	ⲙⲁⲥⲉ	74770	ms	d2675	ms	calf	Kalb	https://thesaurus-linguae-aegyptiae.de/lemma/74770	https://thesaurus-linguae-aegyptiae.de/lemma/d2675	0
C2047	ⲙⲏⲥⲉ	74780	ms	d2677	ms(.t)	grain (as levy)	Getreide (als Zins)	https://thesaurus-linguae-aegyptiae.de/lemma/74780	https://thesaurus-linguae-aegyptiae.de/lemma/d2677	0
C2050	ⲙⲉⲥⲟⲣⲏ	75160	Msw.t-Rꜥw	NA	NA	Birth of Re (New Year's Day celebration); Birth of Re (month name); Mesore (4th month of the Shemu season)	Geburt des Re (Fest am Neujahrstag); Geburt des Re (Monatsname); Mesore (4. Monat der Schemu-Jahreszeit)	https://thesaurus-linguae-aegyptiae.de/lemma/75160	_	1
C2053	ⲙⲉⲥⲓⲱ	NA	NA	d2676	ms-ꜥꜣ	midwife	Hebamme	_	https://thesaurus-linguae-aegyptiae.de/lemma/d2676	1
C2054	*ⲙⲥⲱⲃⲉ	75840	mssbt	NA	NA	[a metal tool (needle)]	[Werkzeug aus Metall (Nadel?)]	https://thesaurus-linguae-aegyptiae.de/lemma/75840	_	0
C2055	ⲙⲟⲩⲥⲕ	75870	msq	NA	NA	[metalworking activity (to emboss?) (Sem. loan words)]	[eine Bearbeitung von Metallwaffen]	https://thesaurus-linguae-aegyptiae.de/lemma/75870	_	0
C2056	ⲙⲟⲥⲛⲉ	75420	msn	NA	NA	floater on a harpoon line	Schwimmer an der Harpunenleine	https://thesaurus-linguae-aegyptiae.de/lemma/75420	_	0
C2057	ⲙⲟⲥⲧⲉ	76210	msḏi̯	d2693	msd(j)	to hate; to dislike	hassen; verabscheuen	https://thesaurus-linguae-aegyptiae.de/lemma/76210	https://thesaurus-linguae-aegyptiae.de/lemma/d2693	0
C2064	ⲙⲉⲥⲑⲏⲧ	76010	mstj	NA	NA	[a basket (or leather bag?)]	[ein Korb]	https://thesaurus-linguae-aegyptiae.de/lemma/76010	_	0
C2067	ⲙⲥⲁϩ	75590	mzḥ	d2689	msḥ	crocodile	Krokodil	https://thesaurus-linguae-aegyptiae.de/lemma/75590	https://thesaurus-linguae-aegyptiae.de/lemma/d2689	0
C2069	ⲙⲏⲧ	78340	mḏ	NA	NA	ten	zehn; Zehn	https://thesaurus-linguae-aegyptiae.de/lemma/78340	_	0
C2070	ⲙⲏⲧⲉ	78340	mḏ	NA	NA	ten	zehn; Zehn	https://thesaurus-linguae-aegyptiae.de/lemma/78340	_	0
C2071	ⲙⲓⲧ	67500	mꜣt.t	NA	NA	[a plant (celery?)]	[eine Pflanze]	https://thesaurus-linguae-aegyptiae.de/lemma/67500	_	0
C2072	ⲙⲟⲉⲓⲧ	77960	mṯn	d2354	mjt	road; path; (correct) path (through life) (metaph.)	Weg; rechte Lebensweise (bildl.)	https://thesaurus-linguae-aegyptiae.de/lemma/77960	https://thesaurus-linguae-aegyptiae.de/lemma/d2354	0
C2082	ⲙⲟⲩⲧ	77310	mt	d2742	mt	vessel (of the body); cord (of muscles, tenons, etc.)	Gefäß (des Körpers); Band; Sehne	https://thesaurus-linguae-aegyptiae.de/lemma/77310	https://thesaurus-linguae-aegyptiae.de/lemma/d2742	0
C2084	ⲙⲁⲧⲉ	400854	mtj	d2797	mtr(j)	to be precise; to be correct	richtig sein; maßvoll sein	https://thesaurus-linguae-aegyptiae.de/lemma/400854	https://thesaurus-linguae-aegyptiae.de/lemma/d2797	0
C2093	ⲙⲁⲧⲟⲓ	854516	mḏꜣ.y	d2767	Mdj	belonging to the land of Medja	der zum Lande Medja Gehörige	https://thesaurus-linguae-aegyptiae.de/lemma/854516	https://thesaurus-linguae-aegyptiae.de/lemma/d2767	1
C2096	ⲙⲏⲧⲉ	NA	NA	d2800	mtr(e.t)	[to be straight]	Mitte	_	https://thesaurus-linguae-aegyptiae.de/lemma/d2800	0
C2101	ⲙⲟⲩⲧⲉ	78140	mdwi̯	d2765	md	to speak; to claim	sprechen; reden; (über etwas) schlecht reden; fordern	https://thesaurus-linguae-aegyptiae.de/lemma/78140	https://thesaurus-linguae-aegyptiae.de/lemma/d2765	0
C2116	ⲙⲧⲟ	77650	mtr	dm4524	mtr	presence; vicinity	Gegenwart, Nähe	https://thesaurus-linguae-aegyptiae.de/lemma/77650	https://thesaurus-linguae-aegyptiae.de/lemma/dm4524	0
C2117	ⲙⲧⲱ	78610	mḏw.t	dm4171	mt.t	depth	Tiefe; Höhe	https://thesaurus-linguae-aegyptiae.de/lemma/78610	https://thesaurus-linguae-aegyptiae.de/lemma/dm4171	0
C2118	ⲙⲧⲱ	77690	mtr	d2801	mtr(j)	flood	Flut; Überschwemmungswasser	https://thesaurus-linguae-aegyptiae.de/lemma/77690	https://thesaurus-linguae-aegyptiae.de/lemma/d2801	0
C2122	ⲙⲧⲟⲛ	78220	mdn	d2792	mtn	to relax; to be relaxed	ruhig sein	https://thesaurus-linguae-aegyptiae.de/lemma/78220	https://thesaurus-linguae-aegyptiae.de/lemma/d2792	0
C2123	ⲙⲧⲟⲛ	78220	mdn	d2792	mtn	to relax; to be relaxed	ruhig sein	https://thesaurus-linguae-aegyptiae.de/lemma/78220	https://thesaurus-linguae-aegyptiae.de/lemma/d2792	0
C2143	ⲙⲧⲱⲧⲉ	78330	mdd	NA	NA	[a vessel for wine; for milk (Sem. loan word)]: [a measure for wine]	[ein Gefäß für Wein; Milch] (syll.)	https://thesaurus-linguae-aegyptiae.de/lemma/78330	_	0
C2146	ⲙⲧⲁⲩ	78150	mdw	d2753	md(.t)	word; speech	Wort; Rede; Angelegenheit	https://thesaurus-linguae-aegyptiae.de/lemma/78150	https://thesaurus-linguae-aegyptiae.de/lemma/d2753	0
C2150	ⲙⲁⲧⲟⲩ	854515	mtw.t	dm3035	mtw.t	liquid	Flüssigkeit	https://thesaurus-linguae-aegyptiae.de/lemma/854515	https://thesaurus-linguae-aegyptiae.de/lemma/dm3035	1
C2155	ⲙⲁⲩ	24640	jm	d2942	n.ı ͗m=w	there	da; dort; davon; dadurch; damit	https://thesaurus-linguae-aegyptiae.de/lemma/24640	https://thesaurus-linguae-aegyptiae.de/lemma/d2942	0
C2156	ⲙⲙⲁⲩ	24640	jm	d2942	n.ı ͗m=w	there	da; dort; davon; dadurch; damit	https://thesaurus-linguae-aegyptiae.de/lemma/24640	https://thesaurus-linguae-aegyptiae.de/lemma/d2942	0
C2157	ⲉⲧⲙⲙⲁⲩ	89900	n.tj-jm	NA	NA	those who are there (the dead)	Einer der dort ist (Bez. des Toten)	https://thesaurus-linguae-aegyptiae.de/lemma/89900	_	0
C2160	ⲙⲁⲁⲩ	69040	mw.t	d2380	mw.t	mother	Mutter	https://thesaurus-linguae-aegyptiae.de/lemma/69040	https://thesaurus-linguae-aegyptiae.de/lemma/d2380	0
C2161	ⲙⲁⲁⲩ	69040	mw.t	d2380	mw.t	mother	Mutter	https://thesaurus-linguae-aegyptiae.de/lemma/69040	https://thesaurus-linguae-aegyptiae.de/lemma/d2380	0
C2164	ⲙⲁⲁⲩ	69040	mw.t	d2380	mw.t	mother	Mutter	https://thesaurus-linguae-aegyptiae.de/lemma/69040	https://thesaurus-linguae-aegyptiae.de/lemma/d2380	0
C2165	ⲙⲟⲟⲩ	69000	mw	d2378	mw	water	Wasser	https://thesaurus-linguae-aegyptiae.de/lemma/69000	https://thesaurus-linguae-aegyptiae.de/lemma/d2378	0
C2175	ⲙⲟⲩⲙⲉ	860448	mm.wj	NA	NA	[body of water]	[Gewässer]	https://thesaurus-linguae-aegyptiae.de/lemma/860448	_	1
C2176	ⲙⲁⲩⲁⲁ⸗	NA	NA	d1258	wꜥ	[to be unique]	einzig, allein, nur (= wꜥṱ) [mit Suffix]	_	https://thesaurus-linguae-aegyptiae.de/lemma/d1258	0
C2178	ⲙⲉⲉⲩⲉ	67590	mꜣwṯ	d2393	mwj	to think (up)	denken; erdenken	https://thesaurus-linguae-aegyptiae.de/lemma/67590	https://thesaurus-linguae-aegyptiae.de/lemma/d2393	0
C2191	ⲙⲁⲟⲩⲥⲉ	68520	mjz.t	d2405	mws	liver	Leber	https://thesaurus-linguae-aegyptiae.de/lemma/68520	https://thesaurus-linguae-aegyptiae.de/lemma/d2405	0
C2192	ⲙⲟⲩⲟⲩⲧ	69300	mwt	d2408	mwt	to die; to be dead	sterben; tot sein; vergehen	https://thesaurus-linguae-aegyptiae.de/lemma/69300	https://thesaurus-linguae-aegyptiae.de/lemma/d2408	0
C2195	ⲙⲁϣⲉ	74300	mḫꜣ.t	d2646	mḫj(.t)	balance	Waage	https://thesaurus-linguae-aegyptiae.de/lemma/74300	https://thesaurus-linguae-aegyptiae.de/lemma/d2646	0
C2196	ⲙⲁϣⲉ	74300	mḫꜣ.t	d2646	mḫj(.t)	balance	Waage	https://thesaurus-linguae-aegyptiae.de/lemma/74300	https://thesaurus-linguae-aegyptiae.de/lemma/d2646	0
C2198	ⲉⲙⲁϣⲟ	600392	m-sšr	d2254	m-šs	in good condition; excellent; extraordinary	in gutem Zustand; vorzüglich; außerordentlich	https://thesaurus-linguae-aegyptiae.de/lemma/600392	https://thesaurus-linguae-aegyptiae.de/lemma/d2254	1
C2199	ⲙⲙⲁϣⲱ	600392	m-sšr	d2254	m-šs	in good condition; excellent; extraordinary	in gutem Zustand; vorzüglich; außerordentlich	https://thesaurus-linguae-aegyptiae.de/lemma/600392	https://thesaurus-linguae-aegyptiae.de/lemma/d2254	1
C2203	ⲙⲏⲏϣⲉ	76300	mšꜥ	d2702	mšꜥ	army; workforce	Truppe; Heer	https://thesaurus-linguae-aegyptiae.de/lemma/76300	https://thesaurus-linguae-aegyptiae.de/lemma/d2702	0
C2207	ⲙⲓϣⲉ	74290	mḫꜣ	d2644	mh̭j	to skewer	durchstoßen (mit dem Speer)	https://thesaurus-linguae-aegyptiae.de/lemma/74290	https://thesaurus-linguae-aegyptiae.de/lemma/d2644	0
C2208	ⲙⲓϣⲉ	74290	mḫꜣ	d2644	mh̭j	to skewer	durchstoßen (mit dem Speer)	https://thesaurus-linguae-aegyptiae.de/lemma/74290	https://thesaurus-linguae-aegyptiae.de/lemma/d2644	0
C2219	ⲙⲟⲟϣⲉ	76330	mšꜥ	d2701	mšꜥ	to march	marschieren	https://thesaurus-linguae-aegyptiae.de/lemma/76330	https://thesaurus-linguae-aegyptiae.de/lemma/d2701	0
C2257	ⲙⲉϣⲡⲉⲗⲧ	NA	NA	d2703	mšprṱ.t	lamp, bowl(?)	Lampe, Schale(?)	_	https://thesaurus-linguae-aegyptiae.de/lemma/d2703	1
C2258	ⲙϣⲓⲣ	74360	Mḫjr	NA	NA	Mekhir (a month)	[Fest]; [Monatsname]; Mechir (2. Monat der Peret-Jahreszeit)	https://thesaurus-linguae-aegyptiae.de/lemma/74360	_	0
C2260	ⲙⲁϣⲣⲧ	NA	NA	d2707	mšḥṱ	[to spin (?)]	Seil, Riemen	_	https://thesaurus-linguae-aegyptiae.de/lemma/d2707	0
C2261	ⲙⲁϣⲣⲧ	NA	NA	d2707	mšḥṱ	[to spin (?)]	Seil, Riemen	_	https://thesaurus-linguae-aegyptiae.de/lemma/d2707	0
C2262	ⲙⲟⲩϣⲧ	NA	NA	d2710	mšd(e)(j)	[to take; to take out; to remove; to make (an offering); to dig; to hollow out; to rescue; to read (something); to recite; to suckle; to raise, educate]	untersuchen, inspizieren	_	https://thesaurus-linguae-aegyptiae.de/lemma/d2710	0
C2270	ⲙⲏϣⲧⲉ	76620	mšd.t	d2711	mšty	ford (on the Orontes)	Furt	https://thesaurus-linguae-aegyptiae.de/lemma/76620	https://thesaurus-linguae-aegyptiae.de/lemma/d2711	0
C2272	ⲙϣⲧⲱⲧⲉ	76630	mšdd.t	NA	NA	comb (Sem. loan word)	Kamm	https://thesaurus-linguae-aegyptiae.de/lemma/76630	_	0
C2273	ⲙϣⲓϣ	NA	NA	d2699	mšjḫ	[fall]	Rache, Vergeltung	_	https://thesaurus-linguae-aegyptiae.de/lemma/d2699	0
C2280	ⲙⲁϧⲟⲩⲗ	71060	mnḫ	d2348	mjẖl	chisel	Meißel	https://thesaurus-linguae-aegyptiae.de/lemma/71060	https://thesaurus-linguae-aegyptiae.de/lemma/d2348	0
C2281	ⲙⲙⲁϩ-	64750	m-bꜣḥ	d2238	m-bꜣḥ	in the presence of; in front of	vor (lokal); in Gegenwart von; vor (temporal)	https://thesaurus-linguae-aegyptiae.de/lemma/64750	https://thesaurus-linguae-aegyptiae.de/lemma/d2238	0
C2282	ⲙⲁϩ	73400	mḥ	dm4833	mḥ	nest	Nest	https://thesaurus-linguae-aegyptiae.de/lemma/73400	https://thesaurus-linguae-aegyptiae.de/lemma/dm4833	0
C2283	ⲙⲁϩⲟⲩⲁⲗ	74010	mḥwn	d2635	mḥwl	dovecote	Geflügelhof (u. Ä.)	https://thesaurus-linguae-aegyptiae.de/lemma/74010	https://thesaurus-linguae-aegyptiae.de/lemma/d2635	0
